p1,p2,p3,p4,Recall1,Recall2,r1,r2,r3,r4,r5,r6,rl1,rl2,rl3,rl4,rl5,rl6,d1,d2,d3,d4,d5,d6,t1,t2,t3,t4,t5,t6,a11,a12,a13,a14,a15,a16,a17,a18,a19,a21,a22,a23,a24,a25,a26,a27,a28,a29,bp1,bp2,bp3,bp4,bp5,bp6,u1,u2,u3,u4,u5,u6,e11,e12,e13,e14,e10,e21,e22,e23,e24,e20,e31,e32,e33,e34,e30,e41,e42,e43,e44,e40,e51,e52,e53,e54,e50,e61,e62,e63,e64,e60,M1,M2,M3,M4,M5,SM0,SM1,SM2,SM3,SM4,SM5,SM6,attend,sth,Gender,zip,yob,Income,married,kids,residence,retake,Sex,single_married,homeowner,children,Social_Channels,Passion,OcshnerBE,FAC1_1,FAC2_1,FAC3_1,age,HHIncome,neighborhood_income,neighborhood_age,neighborhood_edu,neighborhood_pop
80,80,80,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,0,7,8,1,0,0,0,0,0,0,0,0,1,71355,1958,0,2,999,1,1,1,0,1,0,0,80,0.8,-1.8306123631485345,-0.7470321835800088,-0.6935986298210374,65,4,45050,41.7,156,2140
85,73,77,74,1,1,56,64,45,80,59,33,0,0,0,69,1,0,66,64,11,71,28,12,65,67,43,89,40,15,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,73,58,29,89,39,10,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,17,12,17,17,6,0,0,1,0,0,0,0,0,0,1,70118,1968,0,1,1,1,1,1,1,1,1,1,77.25,79.6,0.7201846111939296,-0.9663472118893024,-0.08087521273908245,55,4,60636,32.3,5548,36800
100,100,100,100,1,1,52,55,49,52,100,56,50,50,50,5,4,6,49,50,50,53,49,53,53,49,55,67,73,71,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,61,69,65,64,58,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,17,17,17,17,0,1,1,1,0,0,0,0,0,2,22192,1978,0,1,1,1,1,2,1,1,1,3,100,48.2,-0.5647686232184341,0.6170005307570131,0.2639563576390179,45,4,118518,37,10192,59238
87,29,84,15,1,1,11,9,11,8,51,9,7,9,11,5,54,6,12,11,7,7,59,11,8,5,8,5,58,7,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,6,6,5,6,60,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,17,16,5,3,4,1,0,0,0,0,0,0,4,1,1,70130,1961,0,1,0,1,1,1,1,1,0,0,53.75,6.2,-1.9857514943229877,-1.3618910831355842,1.6706542416303831,62,4,78674,38.3,3217,13202
100,100,98,51,1,1,76,50,48,99,77,80,19,17,19,43,17,23,96,50,56,94,41,63,61,56,57,73,47,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,89,54,62,89,61,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,1,16,1,1,0,0,0,0,0,0,7,1,1,70301,1969,0,1,0,1,2,1,1,1,0,0,87.25,79.6,0.4710678236301502,0.9733511790544012,-0.3733493120248715,54,4,61296,36.5,5897,47429
100,57,100,38,1,1,32,0,2,100,49,77,39,4,4,100,5,8,39,1,1,100,24,21,5,8,6,100,46,42,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,100,4,2,100,3,28,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,17,17,17,17,17,0,1,1,0,0,0,0,9,1,1,70458,1953,0,1,0,1,1,1,1,1,0,2,73.75,100,1.3754000956350896,0.09298842555579424,-1.006928474366578,70,4,67311,39.8,5223,39555
100,100,100,100,1,1,100,100,100,30,30,31,22,20,21,11,13,12,10,8,8,8,12,9,40,41,41,42,26,32,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51,42,47,52,30,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,0,0,0,0,0,0,1,77096,1953,0,1,0,1,1,1,1,1,0,1,100,28.6,-1.049671204382394,0.04386729879950249,-0.5060866435238628,70,4,79483,36,6902,33001
80,71,72,60,1,1,29,26,28,83,81,91,12,12,11,71,71,72,99,87,25,69,86,63,98,92,87,61,89,70,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,89,19,13,92,36,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,0,0,0,12,1,0,0,0,0,0,0,1,0,2,34481,1962,0,2,0,1,2,2,0,1,0,0,70.75,75.2,0.08677553057479279,0.7144592717516082,0.8404375240238418,61,4,50822,69,3943,24113
100,100,100,100,1,1,50,59,12,11,72,48,30,39,1,0,6,1,73,58,0,21,83,83,50,51,52,0,60,48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,49,0,1,50,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,7,17,17,13,0,1,0,0,0,0,0,0,0,2,70471,1955,0,1,0,1,1,2,1,1,0,1,100,6.6,-2.121853247558861,0.7610347967356039,0.601229539168892,68,4,96250,43.8,5528,23425
80,80,70,70,1,1,15,15,15,78,50,50,5,5,0,70,24,21,80,80,1,90,52,55,72,73,1,75,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,69,27,29,98,65,59,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,11,4,0,10,16,1,0,0,0,0,0,0,1,0,2,38018,1971,0,1,0,1,1,2,1,1,0,0,75,82.2,0.5681944820927843,0.03036342057351226,-0.2026015274629534,52,4,82355,36.8,7717,38338
80,40,50,30,1,1,2,2,5,2,1,2,1,3,4,3,1,2,2,3,4,4,3,3,3,3,2,2,5,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,50,3,3,60,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16,6,1,2,4,1,0,0,0,0,0,0,4,0,1,70586,1985,0,1,4,1,1,1,1,1,4,0,50,14.2,-1.362705421185436,-0.7558822530559777,-0.7694476375711039,38,4,35759,37.5,1279,19474
100,100,100,100,0,0,100,100,100,53,52,55,100,100,100,50,50,50,100,100,100,52,57,55,100,100,100,52,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,50,53,100,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,17,17,17,17,17,0,1,0,1,0,1,0,0,0,2,98122,1962,0,3,0,1,1,2,0,1,0,3,100,51.4,-0.7056008773270938,1.2336228215540694,0.09088267063562022,61,4,94548,31.3,12255,41268
92,93,80,60,1,0,3,2,2,33,3,98,2,2,3,32,3,98,2,2,2,2,2,98,2,2,2,2,3,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,78,33,38,71,95,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,4,0,8,3,1,0,0,0,0,0,0,0,0,2,70094,1977,0,3,0,1,1,2,0,1,0,0,81.25,21.4,-1.7484070425168907,3.476957838252165,-1.906646511298148,46,4,46657,38.6,1406,31405
100,80,61,100,1,1,53,52,52,100,100,100,11,10,11,10,10,9,57,20,20,93,50,52,29,29,29,95,96,95,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,42,42,42,51,51,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,17,8,10,2,0,1,0,0,0,0,0,0,0,1,32459,1965,0,5,0,2,1,1,0,0,0,1,85.25,69.8,0.17806011319146264,1.1916919258698166,-0.06157943355928229,58,4,99081,46.3,5023,20558
50,25,25,10,0,0,2,2,1,51,1,1,1,2,1,35,1,1,1,1,1,57,1,1,2,1,1,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,13,0,15,11,1,0,0,0,0,0,0,0,0,1,39503,1950,0,1,0,1,1,1,1,1,0,0,27.5,52,-0.02238709155367235,-0.9812298748774362,-1.0581086986107608,73,4,62005,36.6,5273,53049
100,100,100,100,1,1,50,50,0,90,50,80,80,70,10,100,10,100,80,70,20,100,6,70,50,50,7,90,6,70,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,11,80,7,70,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,17,17,17,17,17,0,1,1,1,1,1,1,4,1,1,70123,1983,0,5,0,2,1,1,0,0,0,6,100,92,0.8194866964956188,2.2959349814491317,-2.0704099725686276,40,4,78415,42.3,5440,27633
56,49,37,89,0,0,84,69,58,28,67,27,48,83,32,40,85,19,66,86,26,41,42,23,66,92,37,12,74,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,17,40,93,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,9,4,16,14,0,0,0,0,0,1,0,0,0,1,90018,1987,0,5,0,3,2,1,0,0,0,1,57.75,32.2,-1.2921195836048838,-0.8993595668252309,1.8996911216592536,36,4,58987,35.9,5337,49898
100,100,100,100,1,0,50,50,50,100,50,50,50,50,50,100,50,50,50,50,50,100,50,50,40,40,40,100,50,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,100,50,50,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,12,17,12,12,0,1,0,1,0,0,0,0,0,2,70563,1976,0,1,1,1,1,2,1,1,1,2,100,100,1.0570067157667902,0.5653481765919652,-0.13353311369702542,47,4,71826,40.6,2107,19873
60,50,80,50,1,1,80,80,0,30,50,10,50,100,0,100,80,100,100,100,0,50,80,10,100,100,50,20,50,10,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,70,90,40,60,80,29,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,10,17,17,10,0,0,1,1,1,0,0,0,1,1,2,70003,1987,0,5,0,1,1,2,0,1,0,3,60,52,-0.7906493103074197,-0.9105975773043752,1.8488680141076883,36,4,76626,45.7,6480,40529
100,80,80,80,1,0,100,100,100,50,50,50,80,80,80,20,20,20,100,100,100,20,20,20,100,100,100,50,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,100,100,20,20,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,2,7,7,7,0,0,0,1,0,0,0,0,0,1,92128,1960,0,1,0,1,1,1,1,1,0,1,85,32,-0.984549064053966,0.1842635260870451,-0.23263307690856327,63,4,125609,43.8,12530,49273
99,43,23,64,1,1,9,5,3,72,7,9,2,4,2,18,5,6,6,7,6,54,3,5,10,7,6,34,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,6,17,36,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,7,10,14,13,0,1,0,0,0,0,0,9,0,1,71360,1969,0,1,0,1,1,1,1,1,0,1,57.25,42.8,-0.35962704075995805,-0.7486745526118463,-0.9498526133771056,54,4,60090,37.9,3880,35832
91,91,90,91,1,1,92,82,70,94,90,91,50,50,50,30,30,29,92,92,70,91,71,72,81,81,59,90,91,90,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,91,61,40,95,70,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,17,17,17,17,0,1,1,1,0,1,0,0,0,1,91030,1970,0,1,0,2,1,1,1,0,0,4,90.75,80,0.3504524279210577,1.3424205198444548,0.2419085205223984,53,4,127882,40.6,6749,26583
90,80,90,100,1,0,30,30,30,10,10,10,30,30,30,10,10,10,30,30,10,10,10,0,50,50,10,50,50,25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70,70,10,50,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,2,5,10,2,0,0,1,0,0,0,0,0,0,1,70452,1989,0,1,1,1,2,1,1,1,1,1,90,26,-1.0816665450350194,-0.879465232395652,0.07193315085779566,34,4,63435,44.3,1882,13281
100,100,100,100,1,1,85,85,80,100,100,85,80,82,80,100,100,85,100,85,80,100,80,70,100,85,80,100,90,80,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,100,85,80,100,80,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,16,17,17,17,0,1,1,1,0,1,0,0,0,2,36608,1949,0,1,0,1,1,2,1,1,0,4,100,100,0.7168487063158054,1.0059781543839252,1.2435194877222489,74,4,59400,35.4,6011,36281
100,100,100,100,1,1,100,100,100,100,100,100,52,100,53,100,51,52,50,100,50,100,49,50,51,100,52,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,71,70,100,70,71,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,4,17,9,17,0,1,0,0,0,0,0,0,0,1,70510,1964,0,1,0,1,1,1,1,1,0,1,100,100,0.8987357870339522,1.2403644039464865,0.401070706874784,59,4,50594,39.3,2334,23864
100,95,90,100,1,1,80,75,75,33,43,53,71,31,15,65,1,35,82,65,61,26,18,10,74,70,69,13,11,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,80,70,73,51,53,50,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,6,7,2,3,1,0,0,0,0,0,0,4,1,1,70003,1998,0,5,0,1,1,1,0,1,0,0,96.25,37.6,-0.9184952591139234,0.17699235184827025,-0.3583923825336256,25,4,76626,45.7,6480,40529
100,95,97,92,1,1,90,13,12,60,39,44,14,13,14,51,15,12,11,15,15,18,19,14,72,74,75,22,22,23,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48,74,18,48,29,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,1,17,17,17,0,0,0,0,0,1,0,0,0,1,53202,1964,0,1,0,1,1,1,1,1,0,1,96,39.8,-0.7018031541568778,-0.3455941178643556,-0.25639168607276225,59,4,62505,31.6,7910,25850
100,100,100,100,1,1,100,68,61,55,57,58,95,53,57,55,56,58,100,100,26,44,43,48,100,54,54,59,57,60,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,100,74,28,69,70,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,1,0,1,0,1,0,0,0,2,75503,1970,0,1,2,1,1,2,1,1,2,3,100,56.4,-0.5098045406393342,0.8369629554980607,0.36655892910447874,53,4,68977,37.9,3875,27675
100,90,100,95,1,1,51,100,25,45,100,100,62,56,25,23,100,100,81,73,6,28,99,94,90,100,53,32,90,100,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100,33,18,66,68,99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,17,14,17,17,17,0,1,0,0,0,0,0,4,0,2,70065,1965,0,5,999,1,4,2,0,1,0,1,96.25,38.8,-1.48248757708153,2.369598164538056,1.1825947664750676,58,4,63379,38.7,8307,50210
80,30,20,10,0,0,85,50,50,70,70,60,20,20,20,10,10,10,50,5,5,5,5,5,50,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,20,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,4,1,10,10,1,0,0,0,0,0,0,0,0,1,33543,1942,0,1,0,1,1,1,1,1,0,0,35,21,-1.2474951733764628,-0.25166085351781664,-0.3064064524093562,81,4,101000,38.2,6501,35187
100,99,100,100,1,1,1,0,0,54,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,17,17,17,17,0,0,1,0,0,1,0,0,0,1,70458,1983,0,1,5,1,2,1,1,1,5,2,99.75,10.8,-1.4889011759541342,-0.4433114025238635,-0.6295140138653558,40,4,67311,39.8,5223,39555
99,75,80,99,1,1,100,85,4,100,10,7,73,4,1,100,4,3,89,2,1,100,2,3,100,84,4,100,6,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,98,4,3,100,12,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,17,13,17,13,17,0,0,1,1,0,0,0,7,0,2,70458,1993,0,5,0,2,1,2,0,0,0,2,88.25,100,1.5571232888047155,-1.2187947770894834,-1.0772278307073295,30,4,67311,39.8,5223,39555
100,100,100,100,1,1,1,1,1,1,50,1,0,0,1,0,50,0,50,10,10,10,100,1,1,1,1,1,81,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,17,2,14,17,17,0,1,0,0,0,0,0,0,0,2,77044,1966,0,1,0,1,1,2,1,1,0,1,100,2.6,-2.0451586334940823,-1.6497450796811783,1.7676178761055312,57,4,87958,33.1,6889,54313
81,30,75,10,1,0,81,52,51,93,50,52,22,21,22,100,5,5,13,4,11,100,100,7,51,48,50,100,100,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,62,80,82,81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,3,9,1,1,0,1,0,0,0,0,0,0,0,2,70458,1953,0,1,0,1,1,2,1,1,0,1,49,94.6,0.8691651275945675,-0.10143875019854463,0.7716675862845386,70,4,67311,39.8,5223,39555
100,63,80,90,1,1,80,80,13,84,6,6,56,58,55,90,9,10,97,85,10,90,10,11,75,20,11,91,8,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,73,71,36,90,31,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,7,15,15,15,0,0,1,0,0,0,1,1,1,3,39525,1963,0,1,0,1,2,NA,1,1,0,2,83.25,89,1.061561527026916,-0.7739901789940344,-0.91356324807789,60,4,80504,50.8,1427,9360
100,100,100,100,1,1,90,86,51,88,89,100,59,75,18,72,67,100,52,88,77,83,49,100,83,78,83,68,75,100,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,83,45,74,77,40,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,17,15,17,13,12,0,1,1,1,0,1,0,0,0,3,36535,1974,0,1,0,1,1,NA,1,1,0,4,100,77.6,-0.00607822772463255,2.7506658922285374,-0.3668842997703173,49,4,61158,48.4,4434,37703
90,71,80,71,0,0,10,10,11,3,3,3,6,7,5,5,5,4,6,7,7,4,4,4,5,6,4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,17,10,17,1,1,0,0,0,0,0,0,0,0,1,15650,1957,0,3,0,1,2,1,0,1,0,0,78,4.6,-1.740036352421396,-0.6515090071059981,-0.621939628925285,66,4,62516,45,3654,27106
80,66,90,50,1,0,24,22,23,50,40,39,9,8,9,9,10,10,11,8,8,58,9,9,57,19,7,71,18,19,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,14,12,87,30,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,14,17,12,12,12,0,1,0,0,0,1,0,2,0,1,78133,1959,0,3,0,1,1,1,0,1,0,2,71.5,55,-0.04811370871180888,-0.2594994462028638,-0.6988286429591664,64,4,78674,49.2,3121,22120
81,70,99,50,1,1,20,41,20,81,40,40,2,1,1,20,1,1,1,3,1,3,0,0,1,1,1,71,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,30,30,2,80,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15,12,8,8,8,0,1,0,0,0,0,0,0,1,1,46517,1968,0,1,0,1,1,1,1,1,0,1,75,51,-0.0374154335493077,-0.6910624416140427,-0.9628471569963146,55,4,52519,34.9,1919,26711
80,51,51,19,1,1,13,13,7,2,1,1,11,13,10,16,11,9,20,22,9,30,10,9,13,10,7,21,9,11,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,57,57,14,25,17,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,10,17,10,17,0,1,0,0,0,0,0,0,0,1,30092,1970,0,1,2,1,1,1,1,1,2,1,50.25,18.8,-1.3125831492879416,-0.6255531532375967,-0.5351072644784735,53,4,72707,35.3,8031,36674
95,75,84,17,1,1,95,17,16,100,41,46,83,30,27,87,20,18,99,19,12,100,20,12,63,18,16,100,19,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,100,13,14,100,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,5,4,4,7,1,0,0,0,0,0,0,0,0,1,39440,1961,0,3,0,1,1,1,0,1,0,0,67.75,97.4,1.3465375775288355,-0.6116321203800472,-0.7594905452021993,62,4,38400,35.3,1775,20459
69,69,69,69,1,1,69,69,69,69,69,69,69,69,69,69,86,85,69,69,69,69,69,69,69,69,69,69,69,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,89,69,69,69,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,0,0,1,0,0,0,0,0,0,1,0,4,0,1,77586,1957,0,1,0,1,1,1,1,1,0,1,69,69,-0.25599934277632674,1.1540899049518003,0.7884555014053192,66,4,105076,41.8,4816,23802
100,100,100,100,1,0,36,36,38,4,3,2,18,16,16,1,1,2,16,7,3,1,1,2,5,6,5,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,4,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,17,8,17,17,17,0,0,0,1,0,0,0,1,0,2,93012,1965,0,1,0,1,1,2,1,1,0,1,100,1.6,-1.809269938058479,-0.7066546406622869,-0.6972001624173059,58,4,118153,43.2,7563,36145
100,99,91,83,1,1,85,71,58,97,72,81,50,54,30,76,76,77,78,71,53,92,59,54,67,52,29,96,42,53,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,84,16,20,84,13,66,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,5,8,8,12,0,0,0,0,0,1,0,0,0,1,75230,1930,0,1,0,2,1,1,1,0,0,1,93.25,89,0.6340607110502356,1.1192104860450975,-0.19841683048162811,93,4,109589,47.6,7320,26503
100,100,100,100,1,1,93,62,23,100,83,89,100,83,33,100,59,81,100,63,21,100,20,50,100,91,57,100,52,91,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,98,68,47,100,43,74,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,17,17,17,17,0,0,1,1,0,0,0,1,0,1,70769,1998,1,5,0,2,1,1,0,0,0,2,100,100,0.9628669575384318,1.643276691976597,-0.5592636140135482,25,1,113521,34.6,7210,48856
100,85,50,70,1,1,55,50,45,70,45,30,0,0,0,0,0,0,40,0,0,30,0,0,0,0,0,50,24,3,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,65,0,0,50,35,35,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,10,0,0,0,1,1,0,0,0,0,0,1,70808,2001,1,5,0,2,1,1,0,0,0,2,76.25,40,-0.520242119177806,-0.4870483172987693,-0.5242955613771927,22,1,71002,31.6,7045,36716
90,71,80,78,1,0,30,30,30,50,50,50,30,30,30,30,30,30,4,7,5,6,4,6,5,4,2,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,17,17,17,17,0,0,1,1,0,1,0,0,0,1,85746,1972,1,3,1,1,1,1,0,1,1,3,79.75,18.2,-1.3962865177643664,-0.32037575738162205,-0.3292285986102458,51,1,65611,32.8,2984,46617
